Virus Name	Record ID	UniProt ID	ESMFold pLDDT	ColabFold pLDDT	Chosen Method	structure_file	protlen	Genome_composition	Kingdom	Phylum	Class	Order	Family	Genus	Species	Virus_names
bat_adenovirus_4	AMB43073.1_12126	A0A161DY87	60.5	60.7	ColabFold	bat_adenovirus_4_CF-AMB43073.1_12126_relaxed.pdb	250	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43057.1_12126	A0A163HIF1	48.9	55.3	ColabFold	bat_adenovirus_4_CF-AMB43057.1_12126_relaxed.pdb	255	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43063.1_12126	A0A161DY84	62.4	60.1	ESMFold	bat_adenovirus_4_EF-AMB43063.1_12126_relaxed.pdb	261	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43071.1_12126	A0A163HIZ2	28.8	87.6	ColabFold	bat_adenovirus_4_CF-AMB43071.1_12126_relaxed.pdb	269	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43054.1_12126	A0A163HI86	44.7	50.0	ColabFold	bat_adenovirus_4_CF-AMB43054.1_12126_relaxed.pdb	273	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43045.1_12126	A0A163HHM5	55.5	63.3	ColabFold	bat_adenovirus_4_CF-AMB43045.1_12126_relaxed.pdb	317	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43069.1_12126	A0A163HIW8	59.6	78.6	ColabFold	bat_adenovirus_4_CF-AMB43069.1_12126_relaxed.pdb	372	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43051.1_12126	A0A163HI15	40.3	75.0	ColabFold	bat_adenovirus_4_CF-AMB43051.1_12126_relaxed.pdb	373	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43055.1_12126	A0A163HI96	34.4	57.6	ColabFold	bat_adenovirus_4_CF-AMB43055.1_12126_relaxed.pdb	409	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43048.1_12126	A0A161DIA2	77.6	81.8	ColabFold	bat_adenovirus_4_CF-AMB43048.1_12126_relaxed.pdb	447	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43053.1_12126	A0A161DY78	33.5	82.5	ColabFold	bat_adenovirus_4_CF-AMB43053.1_12126_relaxed.pdb	502	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43060.1_12126	A0A161DYP9	38.2	73.3	ColabFold	bat_adenovirus_4_CF-AMB43060.1_12126_relaxed.pdb	552	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43052.1_12126	A0A163HI50	46.5	62.3	ColabFold	bat_adenovirus_4_CF-AMB43052.1_12126_relaxed.pdb	570	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43046.1_12126	A0A163HHN4	58.5	69.6	ColabFold	bat_adenovirus_4_CF-AMB43046.1_12126_relaxed.pdb	576	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43050.1_12126	A0A161DYP5	28.8	76.1	ColabFold	bat_adenovirus_4_CF-AMB43050.1_12126_relaxed.pdb	630	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43061.1_12126	A0A163HII0	31.2	71.1	ColabFold	bat_adenovirus_4_CF-AMB43061.1_12126_relaxed.pdb	842	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43058.1_12126	A0A161DIK7	23.8	71.0	ColabFold	bat_adenovirus_4_CF-AMB43058.1_12126_relaxed.pdb	918	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43049.1_12126	A0A163HHZ5	63.2	85.2	ColabFold	bat_adenovirus_4_CF-AMB43049.1_12126_relaxed.pdb	1161	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
bat_adenovirus_4	AMB43066.1_12126	A0A163HIQ9	53.9	48.4	ESMFold	bat_adenovirus_4_EF-AMB43066.1_12126_relaxed.pdb	1486	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus C	
human_lung-associated_vientovirus	QCD25322.1_5322	A0A4D6K1C1	52.4	49.3	ESMFold	human_lung-associated_vientovirus_EF-QCD25322.1_5322_relaxed.pdb	200	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25316.1_5320	A0A4D6K603	52.7	50.7	ESMFold	human_lung-associated_vientovirus_EF-QCD25316.1_5320_relaxed.pdb	200	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25310.1_5319	A0A4D6K4A9	52.9	51.2	ESMFold	human_lung-associated_vientovirus_EF-QCD25310.1_5319_relaxed.pdb	200	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25313.1_5315	A0A4D6K2C0	51.5	51.0	ESMFold	human_lung-associated_vientovirus_EF-QCD25313.1_5315_relaxed.pdb	200	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25319.1_5318	A0A4D6K2M3	50.1	49.7	ESMFold	human_lung-associated_vientovirus_EF-QCD25319.1_5318_relaxed.pdb	200	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25307.1_5316	A0A4D6K4U4	54.5	50.7	ESMFold	human_lung-associated_vientovirus_EF-QCD25307.1_5316_relaxed.pdb	200	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25304.1_5321	A0A4D6K3B2	45.9	47.8	ColabFold	human_lung-associated_vientovirus_CF-QCD25304.1_5321_relaxed.pdb	216	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25320.1_5322	A0A4D6K4B9	86.1	85.8	ESMFold	human_lung-associated_vientovirus_EF-QCD25320.1_5322_relaxed.pdb	347	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25314.1_5320	A0A4D6K3C4	85.6	86.6	ColabFold	human_lung-associated_vientovirus_CF-QCD25314.1_5320_relaxed.pdb	347	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25308.1_5319	A0A4D6K5E2	85.3	85.1	ESMFold	human_lung-associated_vientovirus_EF-QCD25308.1_5319_relaxed.pdb	347	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25317.1_5318	A0A4D6K4V0	84.7	86.5	ColabFold	human_lung-associated_vientovirus_CF-QCD25317.1_5318_relaxed.pdb	347	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25302.1_5321	A0A4D6K194	81.7	83.9	ColabFold	human_lung-associated_vientovirus_CF-QCD25302.1_5321_relaxed.pdb	348	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25311.1_5315	A0A4D6K5Y8	85.9	90.0	ColabFold	human_lung-associated_vientovirus_CF-QCD25311.1_5315_relaxed.pdb	349	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25305.1_5316	A0A4D6K3D7	86.1	89.7	ColabFold	human_lung-associated_vientovirus_CF-QCD25305.1_5316_relaxed.pdb	349	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25303.1_5321	A0A4D6K2B4	30.1	65.1	ColabFold	human_lung-associated_vientovirus_CF-QCD25303.1_5321_relaxed.pdb	528	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25321.1_5322	A0A4D6K601	29.7	64.7	ColabFold	human_lung-associated_vientovirus_CF-QCD25321.1_5322_relaxed.pdb	530	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25318.1_5318	A0A4D6K5E6	29.5	67.0	ColabFold	human_lung-associated_vientovirus_CF-QCD25318.1_5318_relaxed.pdb	530	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25309.1_5319	A0A4D6K2L8	28.8	67.0	ColabFold	human_lung-associated_vientovirus_CF-QCD25309.1_5319_relaxed.pdb	530	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25312.1_5315	A0A4D6K1B0	29.5	66.7	ColabFold	human_lung-associated_vientovirus_CF-QCD25312.1_5315_relaxed.pdb	530	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25306.1_5316	A0A4D6K5Z5	30.1	68.0	ColabFold	human_lung-associated_vientovirus_CF-QCD25306.1_5316_relaxed.pdb	530	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_lung-associated_vientovirus	QCD25315.1_5320	A0A4D6K3E8	29.0	66.3	ColabFold	human_lung-associated_vientovirus_CF-QCD25315.1_5320_relaxed.pdb	530	ssDNA	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Recrevirales	Redondoviridae	Torbevirus	Vientovirus	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49638.1_119	Q9QJ41	54.7	69.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49638.1_119_relaxed.pdb	57	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49687.1_119	Q9PX43	39.8	46.5	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49687.1_119_relaxed.pdb	59	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49619.1_119	Q9PX43	39.8	46.5	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49619.1_119_relaxed.pdb	59	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49624.1_119	Q9QJ53	48.0	63.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49624.1_119_relaxed.pdb	68	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06362.1_119	Q69066	42.8	75.7	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06362.1_119_relaxed.pdb	75	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49621.1_119	Q9QJ58	36.8	55.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49621.1_119_relaxed.pdb	79	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49616.1_119	Q9PX71	50.0	68.6	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49616.1_119_relaxed.pdb	79	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49685.1_119	Q9PX71	50.0	68.6	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49685.1_119_relaxed.pdb	79	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06361.1_119	Q96895	31.4	43.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06361.1_119_relaxed.pdb	79	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06354.1_119	P52459	44.8	64.7	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06354.1_119_relaxed.pdb	81	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06344.1_119	P52547	54.4	68.6	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06344.1_119_relaxed.pdb	84	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49663.1_119	Q9QJ22	50.3	67.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49663.1_119_relaxed.pdb	87	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49637.1_119	Q9QJ42	56.4	68.1	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49637.1_119_relaxed.pdb	88	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49646.1_119	Q9WT32	52.9	76.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49646.1_119_relaxed.pdb	89	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49649.1_119	Q9QJ34	38.9	78.9	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49649.1_119_relaxed.pdb	106	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49681.1_119	Q9QJ10	30.8	48.7	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49681.1_119_relaxed.pdb	106	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49628.1_119	Q9QJ50	33.8	37.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49628.1_119_relaxed.pdb	107	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06367.1_119	P52461	40.1	46.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06367.1_119_relaxed.pdb	113	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49669.1_119	Q9QJ18	59.5	92.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49669.1_119_relaxed.pdb	114	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49676.1_119	Q9QJ14	49.3	55.9	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49676.1_119_relaxed.pdb	156	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49617.1_119	Q9PX69	41.2	56.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49617.1_119_relaxed.pdb	159	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49684.1_119	Q9PX69	41.2	56.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49684.1_119_relaxed.pdb	159	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49645.1.1.1_119	Q9QJ37	78.8	91.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49645.1.1.1_119_relaxed.pdb	175	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49689.1_119	Q9QJ48	39.9	71.7	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49689.1_119_relaxed.pdb	191	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49620.1_119	Q9QJ59	40.1	57.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49620.1_119_relaxed.pdb	193	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49690.1_119	Q9QJ51	76.5	71.6	ESMFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_EF-AAD49690.1_119_relaxed.pdb	205	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49664.1_119	Q9QJ21	33.5	67.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49664.1_119_relaxed.pdb	218	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06342.1_119	P52546	39.8	63.5	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06342.1_119_relaxed.pdb	231	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06358.1_119	P52457	34.9	84.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06358.1_119_relaxed.pdb	249	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06366.1_119	P52526	33.2	58.7	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06366.1_119_relaxed.pdb	250	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06347.1_119	P52545	65.9	82.7	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06347.1_119_relaxed.pdb	252	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06365.1_119	P52447	90.9	94.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06365.1_119_relaxed.pdb	255	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49655.1_119	P52548	31.8	85.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49655.1_119_relaxed.pdb	258	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49651.1_119	Q9WT27	30.8	81.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49651.1_119_relaxed.pdb	264	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49677.1_119	Q9QJ13	28.4	44.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49677.1_119_relaxed.pdb	265	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49648.1_119	Q9QJ35	35.8	75.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49648.1_119_relaxed.pdb	276	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49673.1_119	Q9QJ17	75.1	79.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49673.1_119_relaxed.pdb	292	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49630.1_119	Q9WT46	32.2	81.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49630.1_119_relaxed.pdb	294	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49640.1_119	Q9WT38	38.4	39.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49640.1_119_relaxed.pdb	295	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49659.1_119	Q9QJ27	35.7	83.9	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49659.1_119_relaxed.pdb	296	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49643.1_119	Q9WT35	27.3	82.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49643.1_119_relaxed.pdb	299	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06349.1_119	P52542	68.4	61.4	ESMFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_EF-AAB06349.1_119_relaxed.pdb	301	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
